time,flux,flux_err,centroid_col,centroid_row,cadenceno,quality
1559.2160721572873,1.0047209652582947,0.0005909385522808496,572.4754514295831,50.99567751937048,2117740,0
1559.2167533833635,0.997934632934716,0.0005891312202552072,572.4758633333854,50.99604077520666,2117741,0
1559.217434509439,0.9981348029419909,0.000589219100216446,572.475973519035,50.995749190611065,2117742,0
1559.2181156355218,0.999267558541235,0.0005896695525474112,572.4753542936986,50.99719384473683,2117743,0
1559.2187967615973,0.9945473438910547,0.0005883585831623915,572.476077136408,50.994360697910864,2117744,0
1559.2194779876736,1.0067224427675419,0.0005918830746375089,572.4747011514455,50.99638971452759,2117745,0
1559.2201590137483,0.9961845839083877,0.0005889215075045231,572.4762622860115,50.996719155232924,2117746,0
1559.2208401398238,1.0030684756097854,0.0005909597242371975,572.4748604685391,50.999586207819114,2117747,0
1559.2215213659001,0.9982989264209071,0.0005895392793791314,572.4750419506546,50.99682031315611,2117748,0
1559.222202491983,0.9948855528599416,0.0005884934015637308,572.4749303391503,50.99530916711494,2117749,0
1559.2228836180584,1.0075151813794945,0.0005921036770394908,572.4746490399713,50.999280958815476,2117750,0
1559.223564744134,0.9977620318029365,0.0005892431115508177,572.4754349203679,50.998897066320694,2117751,0
1559.2242459702102,0.9999105147715323,0.000589859554650924,572.4746365679349,50.997472219331215,2117752,0
1559.2249270962857,1.0068058309656058,0.0005917740754717088,572.4737593808014,50.99737945109827,2117753,128
1559.2256082223685,0.9887724179806963,0.0005866125896079224,572.4760900170496,50.99692156606718,2117754,0
1559.226289348444,1.0030709919726148,0.000590643122240178,572.4745220891282,50.99643233799865,2117755,0
1559.2269704745777,1.0048146350225011,0.0005910957977701716,572.4740828994301,50.99957959603968,2117756,0
1559.2276516006532,1.0006699683280094,0.0005898009291530488,572.4743471098698,50.9989206009337,2117757,0
1559.2283328267295,0.9945979881521492,0.0005880508015084437,572.474733720282,50.99689119247921,2117758,0
1559.2290139528122,0.999472916417499,0.0005893938732234711,572.4744522953315,50.999564284179904,2117759,0
1559.2296951788885,1.005353013633489,0.0005909853859615074,572.4737518974403,50.99669592006513,2117760,0
1559.230376304964,0.9960067083285261,0.0005882439480168444,572.4746385402663,50.99729381581073,2117761,0
1559.2310573310388,1.0061342299213503,0.0005911032382417428,572.4732979047353,51.00004532335757,2117762,0
1559.2317384571143,0.995847343920086,0.0005881295837318257,572.4745351340833,50.99563737145762,2117763,0
1559.2324196831905,1.005535373836262,0.0005907962274646408,572.4735441184339,51.00015499988616,2117764,0
1559.2331008093315,1.0024993447712178,0.0005897865574883193,572.4731828349882,50.99803559596503,2117765,0
1559.2337820354078,0.9977078234773427,0.0005883707471660279,572.4734153253811,51.00052220020213,2117766,0
1559.2344631614833,1.0001867761964,0.0005889297083868731,572.473558503364,50.998795186144285,2117767,128
1559.2351442875588,0.9981540921568024,0.0005883622812161087,572.4734499331664,51.00154226671976,2117768,0
1559.235825513635,1.0026778682171509,0.0005896151961878967,572.4731787524746,51.0012345145266,2117769,0
1559.2365066397178,1.0105633514086234,0.0005916943918271632,572.4720872661454,51.00077870297029,2117770,128
1559.2371876657926,0.9922610957385677,0.0005863881699463033,572.4741334400592,50.99881682242465,2117771,0
1559.2378688918689,1.0033475452487182,0.0005895370614855253,572.4727125062719,51.003251657001016,2117772,0
1559.2385500179444,1.0023770923908881,0.0005891304818641787,572.4730971706065,51.00025338227291,2117773,0
1559.239231144078,0.9935861617808203,0.0005865827788234141,572.473477226611,50.99814908001256,2117774,0
1559.2399123701616,1.0031564780531375,0.0005891779754904982,572.472452565356,51.001856495339425,2117775,0
1559.2405934962371,0.9934044740207107,0.0005863946724957252,572.4736263710289,51.00139187332668,2117776,0
1559.2412746223126,0.9990528881250064,0.0005879272647867259,572.4732778595517,51.00147042176947,2117777,0
1559.241955848389,1.0003690226720336,0.000588260395295684,572.473010761449,51.003378798856744,2117778,0
1559.2426368745218,1.0014505968528946,0.0005885475324426736,572.4729688865489,51.00267910693053,2117779,0
1559.2433180006046,0.9998905999995865,0.0005880450690456259,572.4734615172919,50.99960751212865,2117780,0
